b'time,Year,Month,Day,Hour,latitude,longitude,country,state,county,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2007-06-01T02:08:37.830Z,2007,6,1,2,32.6753333,-116.1105,us,California,San Diego County,11.463,4.06,ml,55,113,0.01817,0.3,ci,ci14295380,2016-03-09T12:31:26.767Z,"13km WSW of Ocotillo, CA",earthquake,0.43,0.64,0.205,373,reviewed,ci,ci
2007-09-04T14:47:59.640Z,2007,9,4,14,32.767,-117.3406667,us,California,San Diego County,10.786,4.06,ml,38,218,0.1074,0.11,ci,ci10276197,2016-03-09T14:28:00.744Z,"11km SW of La Jolla, CA",earthquake,0.35,0.53,0.131,388,reviewed,ci,ci
2007-12-19T12:14:09.630Z,2007,12,19,12,34.1561667,-116.9813333,us,California,San Bernardino County,7.817,4.06,ml,112,23,,0.18,ci,ci10295849,2016-03-08T17:31:40.698Z,"12km SSW of Big Bear Lake, CA",earthquake,0.16,0.99,0.136,401,reviewed,ci,ci
2008-05-09T22:38:08.350Z,2008,5,9,22,33.4458333,-116.4555,us,California,Riverside County,9.268,4.06,ml,88,29,0.08127,0.26,ci,ci14367532,2016-03-09T12:57:10.606Z,"22km NNW of Borrego Springs, CA",earthquake,0.22,0.61,0.129,318,reviewed,ci,ci
2015-07-04T16:00:03.950Z,2015,7,4,16,37.8473333,-112.4656667,us,Utah,Garfield County,3.35,4.06,mw,19,62,0.295,0.29,uu,uu60116197,2015-09-30T00:20:55.040Z,"3km NW of Panguitch, Utah",earthquake,0.71,2.63,,0,reviewed,uu,uu
2016-11-06T13:00:46.390Z,2016,11,6,13,39.6598333,-123.6373333,us,California,Mendocino County,-0.65,4.06,mw,32,82,0.04995,0.14,nc,nc72721105,2016-11-08T15:25:51.040Z,"13km WSW of Laytonville, California",earthquake,0.21,1.2,,8,reviewed,nc,nc
2000-02-29T22:08:05.780Z,2000,2,29,22,36.085,-117.6008333,us,California,Inyo County,-1.294,4.05,ml,25,84,0.09452,0.17,ci,ci9141142,2016-04-02T14:21:08.392Z,"32km E of Coso Junction, CA",earthquake,0.43,0.66,0.198,69,reviewed,ci,ci
2000-05-27T03:35:34.370Z,2000,5,27,3,35.78,-117.651,us,California,Kern County,0,4.05,ml,0,40.9,,0.233,ci,ci9152038,2016-04-02T16:50:20.311Z,"18km N of Ridgecrest, CA",earthquake,,0.149,,288,reviewed,ci,ci
2001-01-14T02:50:53.690Z,2001,1,14,2,34.289,-118.403,us,California,Los Angeles County,8.185,4.05,ml,0,25.5,,0.418,ci,ci9173374,2016-04-02T04:00:09.225Z,"3km E of Pacoima, CA",earthquake,,0.154,,233,reviewed,ci,ci
2005-10-08T12:17:46.010Z,2005,10,8,12,35.6913338,-121.1054993,us,California,San Luis Obispo County,1.839,4.05,ml,108,263,0.4652,0.08,ci,ci10146417,2016-03-07T20:21:58.458Z,"14km N of Cambria, CA",earthquake,2.24,2.55,0.142,317,automatic,ci,ci
2006-09-14T00:11:06.110Z,2006,9,14,0,32.6951667,-116.0528333,us,California,Imperial County,9.92,4.05,ml,69,116,0.05398,0.34,ci,ci10207681,2016-03-09T03:44:32.539Z,"7km SW of Ocotillo, CA",earthquake,0.43,0.8,0.152,355,reviewed,ci,ci
2010-02-15T00:07:09.360Z,2010,2,15,0,36.0735,-117.8658333,us,California,Inyo County,-1.147,4.05,ml,24,57,0.09213,0.21,ci,ci10542589,2016-03-10T17:50:43.317Z,"8km ENE of Coso Junction, CA",earthquake,0.36,0.73,0.113,345,reviewed,ci,ci
2010-04-07T22:40:30.810Z,2010,4,7,22,35.9376667,-120.4858333,us,California,Monterey County,5.841,4.05,ml,21,156,0.1585,0.25,ci,ci10584389,2016-03-10T18:00:17.825Z,"7km NW of Parkfield, CA",earthquake,1.16,21.46,0.16,200,reviewed,ci,ci
2010-05-09T03:33:43.970Z,2010,5,9,3,32.6726667,-115.8121667,us,California,Imperial County,6.363,4.05,ml,52,88,0.02324,0.21,ci,ci10658421,2016-03-10T00:15:27.530Z,"18km ESE of Ocotillo, CA",earthquake,0.32,0.67,0.135,207,reviewed,ci,ci
2010-08-06T17:39:31.670Z,2010,8,6,17,33.979,-116.4431667,us,California,Riverside County,7.177,4.05,ml,94,25,0.04774,0.18,ci,ci10771621,2016-03-10T23:47:16.498Z,"6km ENE of Desert Hot Springs, CA",earthquake,0.18,0.72,0.17,430,reviewed,ci,ci
2014-11-04T10:47:58.153Z,2014,11,4,10,41.8817,-119.613,us,Nevada,Washoe County,0,4.05,ml,4,78.44,0.514,0.1148,nn,nn00466104,2015-01-20T09:03:16.040Z,"69km ESE of Lakeview, Oregon",earthquake,6.8347,,0.32,4,reviewed,nn,nn
2003-02-27T05:00:21.700Z,2003,2,27,5,34.3043333,-116.843,us,California,San Bernardino County,2.989,4.04,ml,96,17.9,,0.28,ci,ci13939856,2016-04-02T19:09:18.533Z,"5km N of Big Bear City, CA",earthquake,0.22,0.52,0.918,129,reviewed,ci,ci
2008-09-06T04:00:16.290Z,2008,9,6,4,37.8763333,-122.0113333,us,California,Contra Costa County,14.576,4.04,ml,7,92,0.1389,0.14,ci,ci10347297,2016-03-09T10:04:38.686Z,"3km NNE of Alamo, CA",earthquake,0.7,0.96,0.172,88,reviewed,ci,ci
2008-11-30T13:03:07.280Z,2008,11,30,13,35.9713333,-117.3198333,us,California,Inyo County,2.459,4.04,ml,33,53,0.08551,0.23,ci,ci14406304,2016-03-09T15:02:27.126Z,"24km NNE of Trona, CA",earthquake,0.35,0.75,0.117,320,reviewed,ci,ci
2009-05-19T22:49:11.550Z,2009,5,19,22,33.9338333,-118.329,us,California,Los Angeles County,12.715,4.04,ml,111,46,0.0629,0.35,ci,ci10411545,2016-03-09T04:39:09.667Z,"2km ESE of Lennox, CA",earthquake,0.33,0.64,0.199,388,reviewed,ci,ci
2010-04-05T14:11:46.200Z,2010,4,5,14,32.6953333,-115.781,us,California,Imperial County,4.473,4.04,ml,10,115,0.06501,0.16,ci,ci10177010,2016-03-10T11:48:16.631Z,"20km ESE of Ocotillo, CA",earthquake,0.89,1.16,0.306,15,reviewed,ci,ci
2010-05-19T14:39:26.430Z,2010,5,19,14,32.6453333,-115.7415,us,California,Imperial County,5.195,4.04,ml,37,127,0.01336,0.19,ci,ci10673037,2016-03-10T00:18:22.459Z,"16km WNW of Progreso, B.C., MX",earthquake,0.51,1.01,0.175,192,reviewed,ci,ci
2014-02-27T18:52:30.020Z,2014,2,27,18,35.8651667,-121.4993333,us,California,Monterey County,9.84,4.04,mw,148,192,0.1129,0.14,nc,nc72176091,2016-03-11T18:42:13.798Z,"37km NW of San Simeon, California",earthquake,0.33,0.21,,5,reviewed,nc,nc
2015-03-30T09:21:56.690Z,2015,3,30,9,34.7911667,-116.2611667,us,California,San Bernardino County,2.912,4.04,ml,45,61,0.07173,0.16,ci,ci37352384,2016-03-12T06:31:31.874Z,"12km NW of Ludlow, CA",earthquake,0.15,0.57,0.146,238,reviewed,ci,ci
2003-12-23T02:06:56.320Z,2003,12,23,2,35.6885,-121.0678333,us,California,San Luis Obispo County,6.504,4.03,ml,8,60,0.4516,0.21,ci,ci9967025,2016-04-02T06:57:20.565Z,"14km N of Cambria, CA",earthquake,2.88,20.99,0.184,86,reviewed,ci,ci
2008-11-29T21:14:09.070Z,2008,11,29,21,35.9706667,-117.3263333,us,California,Inyo County,0.189,4.03,ml,33,53,0.08687,0.18,ci,ci14406196,2016-03-09T16:56:58.896Z,"24km NNE of Trona, CA",earthquake,0.3,0.77,0.12,382,reviewed,ci,ci
2008-12-02T16:53:09.120Z,2008,12,2,16,35.9711667,-117.3221667,us,California,Inyo County,2.329,4.03,ml,33,53,0.08603,0.22,ci,ci14407020,2016-03-09T00:13:51.834Z,"24km NNE of Trona, CA",earthquake,0.34,0.72,0.139,338,reviewed,ci,ci
2010-05-22T04:53:18.630Z,2010,5,22,4,32.7156667,-115.9476667,us,California,Imperial County,9.019,4.03,ml,35,75,0.02888,0.17,ci,ci14718212,2016-03-10T00:19:04.260Z,"5km ESE of Ocotillo, CA",earthquake,0.3,0.58,0.18,195,reviewed,ci,ci
2010-10-05T21:22:47.100Z,2010,10,5,21,37.1553333,-117.372,us,Nevada,Esmeralda County,4.153,4.03,ml,9,181,0.159,0.28,ci,ci14853740,2016-03-10T08:11:45.083Z,"61km WNW of Beatty, NV",earthquake,1.28,31.61,0.14,186,reviewed,ci,ci
2012-05-22T15:06:24.530Z,2012,5,22,15,32.6768333,-115.7031667,us,California,Imperial County,8.833,4.03,mw,47,130,0.0337,0.22,ci,ci15153497,2016-03-11T14:01:34.846Z,"16km NW of Progreso, B.C., MX",earthquake,0.4,0.59,,0,reviewed,ci,ci
2014-11-21T17:20:28.220Z,2014,11,21,17,41.8729,-119.611,us,Nevada,Washoe County,3.3315,4.03,ml,7,76.62,0.159,0.1678,nn,nn00468854,2015-03-20T18:42:10.737Z,"70km ESE of Lakeview, Oregon",earthquake,4.3806,3.4474,0.29,4,reviewed,nn,nn
2016-05-25T13:01:07.330Z,2016,5,25,13,40.4886667,-110.6526667,us,Utah,Duchesne County,15.74,4.03,ml,51,124,0.09555,0.22,uu,uu60149217,2016-08-03T22:33:44.040Z,"41km NNW of Duchesne, Utah",earthquake,0.59,0.49,0.165,28,reviewed,uu,uu
2016-09-03T23:44:13.300Z,2016,9,3,23,45.7253333,-112.1261667,us,Montana,Madison County,8.02,4.03,ml,54,56,0.207,0.24,mb,mb80168294,2016-10-07T01:17:40.001Z,"16km S of Whitehall, Montana",earthquake,0.32,0.64,0.3,27,reviewed,mb,mb
2003-12-23T11:40:37.140Z,2003,12,23,11,35.691,-121.1083333,us,California,San Luis Obispo County,6.506,4.02,ml,8,61,0.4658,0.1,ci,ci9967653,2016-04-02T03:43:32.415Z,"14km N of Cambria, CA",earthquake,2.05,14.43,0.216,94,reviewed,ci,ci
2004-07-14T00:53:52.480Z,2004,7,14,0,33.711,-116.0556667,us,California,Riverside County,12.651,4.02,ml,72,31,0.07807,0.19,ci,ci14073800,2016-04-02T16:48:37.334Z,"11km NE of Thermal, CA",earthquake,0.23,0.5,0.196,130,reviewed,ci,ci
2006-07-12T22:20:50.220Z,2006,7,12,22,36.071,-117.9021667,us,California,Inyo County,2.981,4.02,ml,48,55,0.06037,0.24,ci,ci14239764,2016-03-09T10:45:46.677Z,"5km NE of Coso Junction, CA",earthquake,0.3,0.68,0.109,370,reviewed,ci,ci
2007-09-13T00:51:42.100Z,2007,9,13,0,36.3346667,-120.3671667,us,California,Fresno County,26.786,4.02,ml,10,182,0.1992,0.34,ci,ci10279893,2016-03-09T16:21:05.128Z,"22km N of Coalinga, CA",earthquake,1.12,0.85,0.162,222,reviewed,ci,ci
2010-03-09T04:18:21.870Z,2010,3,9,4,32.994,-116.359,us,California,San Diego County,4.814,4.02,ml,79,75,0.1148,0.23,ci,ci14598228,2016-03-10T21:26:00.776Z,"24km ESE of Julian, CA",earthquake,0.22,0.83,0.118,366,reviewed,ci,ci
2012-10-29T04:25:16.200Z,2012,10,29,4,36.592,-121.199,us,California,San Benito County,8.07,4.02,mw,5,138,0.2632,0.64,ci,ci15237801,2016-03-11T07:04:21.916Z,"22km NNE of Soledad, CA",earthquake,3.64,31.61,,6,reviewed,ci,ci
2012-12-22T21:37:45.140Z,2012,12,22,21,32.9966667,-116.2388333,us,California,San Diego County,7.065,4.02,ml,99,43,0.1863,0.17,ci,ci15267105,2016-03-12T05:28:39.825Z,"19km SSW of Ocotillo Wells, CA",earthquake,0.14,0.63,0.167,216,reviewed,ci,ci
2014-11-17T08:16:13.500Z,2014,11,17,8,41.9278,-119.6276,us,Nevada,Washoe County,1.5809,4.02,ml,8,79.41,0.503,0.198,nn,nn00468207,2015-03-20T18:42:06.347Z,"66km ESE of Lakeview, Oregon",earthquake,2.1173,2.8117,0.29,6,reviewed,nn,nn
2001-07-28T01:09:29.110Z,2001,7,28,1,36.0581667,-117.8715,us,California,Inyo County,0.27,4.01,ml,35,86,0.08975,0.19,ci,ci9686565,2016-04-01T19:22:12.676Z,"7km ENE of Coso Junction, CA",earthquake,0.46,0.74,0.239,133,reviewed,ci,ci
2003-02-22T12:25:13.640Z,2003,2,22,12,34.326,-116.8571667,us,California,San Bernardino County,8.087,4.01,ml,75,45,,0.36,ci,ci13936076,2016-04-02T16:01:53.599Z,"7km N of Big Bear City, CA",earthquake,0.28,3.63,0.382,106,reviewed,ci,ci
2004-08-16T21:05:53.790Z,2004,8,16,21,46.6728333,-121.473,us,Washington,Lewis County,-1.104,4.01,md,99,37,,0.51,uw,uw10611773,2016-09-01T18:41:29.769Z,Washington,earthquake,0.802,3.31,0.05,12,reviewed,uw,uw
2006-04-07T01:06:55.360Z,2006,4,7,1,35.7441667,-121.0973333,us,California,San Luis Obispo County,5.619,4.01,ml,7,80,0.4941,0.16,ci,ci14220600,2016-03-09T09:18:16.288Z,"20km W of Lake Nacimiento, CA",earthquake,2.71,31.61,0.153,334,reviewed,ci,ci
2006-10-09T20:26:50.860Z,2006,10,9,20,33.261,-116.0678333,us,California,Imperial County,8.997,4.01,ml,128,22,0.07128,0.37,ci,ci14255632,2016-03-09T12:18:00.760Z,"11km WSW of Salton City, CA",earthquake,0.29,0.66,0.113,368,reviewed,ci,ci
2008-12-13T17:16:46.470Z,2008,12,13,17,35.972,-117.3173333,us,California,Inyo County,-0.971,4.01,ml,33,53,0.08546,0.22,ci,ci10366101,2016-03-09T00:15:07.734Z,"24km NNE of Trona, CA",earthquake,0.35,0.87,0.112,391,reviewed,ci,ci
2011-10-17T20:05:57.820Z,2011,10,17,20,34.6938333,-116.2935,us,California,San Bernardino County,0.133,4.01,ml,51,38,0.1176,0.2,ci,ci15064556,2016-03-14T20:41:03.040Z,"13km WSW of Ludlow, CA",earthquake,0.2,0.51,0.133,206,reviewed,ci,ci
2015-08-17T13:49:17.320Z,2015,8,17,13,37.8366667,-122.2321667,us,California,Alameda County,4.69,4.01,mw,270,12,0.01169,0.15,nc,nc72507396,2016-09-13T15:56:36.820Z,"1km N of Piedmont, California",earthquake,0.08,0.11,,9,reviewed,nc,nc
2000-01-06T21:38:10.940Z,2000,1,6,21,38.844,-122.826,us,California,Sonoma County,2.1,4,mwr,,,,,us,usp0009kud,2014-11-07T01:09:18.070Z,Northern California,earthquake,,,,,reviewed,nc,brk
2000-05-26T21:58:46.630Z,2000,5,26,21,42.196,-107.57,us,Wyoming,Sweetwater County,5,4,ml,,,,1.02,us,usp0009th2,2014-11-07T01:10:11.896Z,Wyoming,earthquake,,,,,reviewed,us,us
2000-06-28T14:28:31.900Z,2000,6,28,14,46.623,-113.537,us,Montana,Granite County,9.8,4,mb,88,,,,us,usp0009vae,2015-01-29T02:25:24.930Z,western Montana,earthquake,,,,4,reviewed,but,us
2000-08-21T04:45:13.500Z,2000,8,21,4,39.332,-123.031,us,California,Lake County,12.8,4,mwr,40,,,,us,usp0009yv8,2015-01-28T21:44:50.510Z,Northern California,earthquake,,,,,reviewed,nc,brk
2000-11-10T19:14:05.430Z,2000,11,10,19,46.398,-111.369,us,Montana,Broadwater County,2.1,4,md,65,,,,us,usp000a3c7,2014-11-07T01:11:27.297Z,western Montana,earthquake,,,,,reviewed,but,but
2000-12-27T00:27:14.100Z,2000,12,27,0,32.726,-118.068,us,California,San Clemente Island,5.773,4,ml,0,210.4,0.4761,0.554,ci,ci7210945,2016-04-02T16:51:00.245Z,"28km ESE of San Clemente Is. (SE tip), CA",earthquake,,,,156,reviewed,ci,ci
2001-01-18T15:12:35.000Z,2001,1,18,15,37.366,-117.183,us,Nevada,Nye County,4.3,4,ml,44,,,,us,usp000a7y2,2014-11-07T01:11:57.278Z,Nevada,earthquake,,,,,reviewed,ren,ren
2001-07-03T19:07:16.270Z,2001,7,3,19,36.692,-121.323,us,California,San Benito County,4.9,4,mwr,27,,,,us,usp000ahxr,2015-01-29T19:38:18.436Z,Central California,earthquake,,,,,reviewed,nc,brk
2001-08-09T22:38:54.510Z,2001,8,9,22,39.66,-107.378,us,Colorado,Garfield County,5,4,ml,46,,,0.88,us,usp000am4n,2015-03-24T00:42:10.468Z,Colorado,earthquake,,,,,reviewed,us,us
2001-08-26T04:32:32.860Z,2001,8,26,4,36.801,-121.52,us,California,San Benito County,6.8,4,mw,21,,,,us,usp000an1y,2015-01-28T14:59:21.291Z,Central California,earthquake,,,,,reviewed,nc,brk
2001-08-26T05:03:02.420Z,2001,8,26,5,36.811,-121.533,us,California,San Benito County,6.6,4,ml,40,,,,us,usp000an24,2015-01-28T14:18:09.359Z,Central California,earthquake,,,,,reviewed,nc,brk
2001-09-04T12:45:53.220Z,2001,9,4,12,37.143,-104.65,us,Colorado,Las Animas County,5,4,mblg,39,,,0.69,us,usp000anmr,2015-03-24T02:30:28.354Z,Colorado,earthquake,,,,,reviewed,us,us
2001-11-11T16:00:29.660Z,2001,11,11,16,47.6883333,-117.4001667,us,Washington,Spokane County,3.901,4,md,6,143,0.07259,0.19,uw,uw10540968,2016-09-01T18:41:10.296Z,Washington,earthquake,1.729,3.68,0.04,21,reviewed,uw,uw
2002-04-18T11:35:40.690Z,2002,4,18,11,38.79,-122.773,us,California,Sonoma County,3.6,4,mw,25,,,,us,usp000b2np,2014-11-07T01:15:26.237Z,Northern California,earthquake,,,,,reviewed,nc,brk
2002-05-04T12:17:01.240Z,2002,5,4,12,40.303,-124.485,us,California,Humboldt County,8.5,4,mwr,46,,,,us,usp000b3q8,2014-11-07T01:15:34.458Z,offshore Northern California,earthquake,,,,,reviewed,nc,brk
2002-07-19T19:58:26.000Z,2002,7,19,19,47.43,-113.05,us,Montana,Lewis and Clark County,24.6,4,ml,41,,,,us,usp000b8dq,2014-11-07T01:16:05.143Z,western Montana,earthquake,,,,,reviewed,but,but
2002-11-11T23:39:29.720Z,2002,11,11,23,32.404,-79.936,us,South Carolina,Charleston County,2.4,4,mb,66,,,,us,usp000bhft,2016-02-16T23:57:19.279Z,South Carolina,earthquake,,,,7,reviewed,csc,us
2003-02-22T12:20:15.640Z,2003,2,22,12,34.311,-116.8473333,us,California,San Bernardino County,2.808,4,mh,43,60.9,,0.3,ci,ci13935992,2016-04-01T20:43:35.809Z,"6km N of Big Bear City, CA",earthquake,0.38,0.66,0.596,0,reviewed,ci,ci
2003-04-30T04:56:21.580Z,2003,4,30,4,35.945,-89.9161667,us,Arkansas,Mississippi County,23.68,4,md,31,75,0.08369,0.07,nm,nm605172,2016-04-11T14:15:24.886Z,"1km N of Blytheville, Arkansas",earthquake,0.3,0.6,0.396,15,reviewed,nm,nm
2003-05-20T16:50:41.780Z,2003,5,20,16,38.802,-122.805,us,California,Sonoma County,1.3,4,mw,25,160.9,,,us,usp000bxku,2015-01-29T02:09:59.556Z,Northern California,earthquake,,,,,reviewed,nc,brk
2003-05-25T07:32:33.390Z,2003,5,25,7,43.087,-101.794,us,South Dakota,Bennett County,5,4,mblg,28,63.7,,1.1,us,usp000by3k,2015-03-24T00:42:19.448Z,South Dakota,earthquake,,,,,reviewed,us,us
2003-05-29T22:52:14.296Z,2003,5,29,22,38.2536,-117.9116,us,Nevada,Mineral County,5.5,4,mb,35,47.49,0.261,0.1376,nn,nn00068024,2016-04-02T09:56:18.151Z,"63km WNW of Tonopah, Nevada",earthquake,1.14,1.9,,,reviewed,nn,nn
2003-06-06T12:29:34.210Z,2003,6,6,12,36.8788333,-88.9958333,us,Kentucky,Carlisle County,2.5,4,mw,42,50,0.1184,0.29,nm,nm605194,2016-04-11T14:19:33.346Z,"1km NE of Bardwell, Kentucky",earthquake,1.2,1.3,0.363,5,reviewed,nm,nm
2003-07-30T04:50:06.360Z,2003,7,30,4,38.681,-122.912,us,California,Sonoma County,5.1,4,mwr,40,177.9,,,us,usp000c3pv,2015-01-28T06:40:49.563Z,Northern California,earthquake,,,,,reviewed,nc,brk
2003-12-11T00:20:21.650Z,2003,12,11,0,38.303,-119.217,us,California,Mono County,8.3,4,ml,42,50.9,,,us,usp000cezy,2014-11-07T01:20:44.142Z,Central California,earthquake,,,,,reviewed,ren,nc
2003-12-20T16:35:23.880Z,2003,12,20,16,37.1788333,-117.8551667,us,California,Inyo County,7.753,4,ml,15,75,,0.18,ci,ci9966033,2016-04-02T13:25:50.336Z,"38km E of Big Pine, CA",earthquake,0.4,2.98,0.208,95,reviewed,ci,ci
2003-12-25T05:21:59.240Z,2003,12,25,5,35.652,-121.093,us,California,San Luis Obispo County,3.7,4,mwr,24,223.2,,,us,usp000cfzm,2014-11-07T01:20:49.005Z,Central California,earthquake,,,,,reviewed,nc,brk
2004-01-07T08:44:21.500Z,2004,1,7,8,43.597,-110.405,us,Wyoming,Teton County,5,4,mb,21,81.1,,0.57,us,usp000chbw,2014-11-07T01:20:59.932Z,Wyoming,earthquake,,0,,1,reviewed,us,us
2004-01-07T09:23:46.690Z,2004,1,7,9,43.586,-110.404,us,Wyoming,Teton County,5,4,ml,19,98.7,,0.68,us,usp000chbz,2014-11-07T01:20:59.942Z,Wyoming,earthquake,,0,,,reviewed,us,us
2004-04-07T15:54:12.700Z,2004,4,7,15,43.603,-110.397,us,Wyoming,Teton County,5,4,ml,26,81.5,,0.75,us,usp000crxj,2015-03-24T00:42:32.326Z,Wyoming,earthquake,,0,,,reviewed,us,us
2004-05-23T09:22:05.280Z,2004,5,23,9,32.525,-104.566,us,New Mexico,Eddy County,5,4,mb,19,68.2,,0.74,us,usp000cvz7,2015-03-24T01:59:38.918Z,New Mexico,earthquake,,,,2,reviewed,us,us
2005-01-30T11:37:50.700Z,2005,1,30,11,34.766,-111.079,us,Arizona,Coconino County,5,4,mwr,13,79.3,,0.61,us,usp000df7r,2015-03-24T00:43:23.534Z,Arizona,earthquake,,,,,reviewed,us,slm
2005-06-02T11:35:11.200Z,2005,6,2,11,36.1501667,-89.4735,us,Tennessee,Dyer County,15.02,4,mw,35,57,0.03105,0.07,nm,nm605762,2016-04-26T21:01:22.665Z,"12km S of Ridgely, Tennessee",earthquake,0.2,0.6,0.457,9,reviewed,nm,nm
2005-07-27T15:51:45.850Z,2005,7,27,15,45.38,-112.601,us,Montana,Beaverhead County,5,4,mwr,42,51.9,,0.73,us,usp000dw2d,2015-03-24T00:44:50.123Z,western Montana,earthquake,,,,,reviewed,us,slm
2005-11-23T20:53:15.300Z,2005,11,23,20,48.8538333,-122.138,us,Washington,Whatcom County,-0.71,4,md,30,106,,0.42,uw,uw10684038,2016-09-01T18:41:33.380Z,Washington,earthquake,0.12,0.22,0.03,6,reviewed,uw,uw
2006-01-18T09:47:45.000Z,2006,1,18,9,45.36,-112.51,us,Montana,Beaverhead County,8.7,4,mwr,52,29.8,,,us,usp000e8e3,2015-03-24T00:46:30.306Z,western Montana,earthquake,,,,,reviewed,but,slm
2007-12-01T20:50:12.260Z,2007,12,1,20,38.816,-122.791,us,California,Sonoma County,3,4,mwr,20,123.2,,,us,usp000ftpf,2015-01-29T03:26:26.884Z,Northern California,earthquake,,,,,reviewed,nc,brk
2008-02-24T05:32:10.000Z,2008,2,24,5,38.818,-122.809,us,California,Sonoma County,2.4,4,mwr,21,125.8,,,us,usp000fzu1,2015-01-29T01:01:03.962Z,Northern California,earthquake,,,,,reviewed,nc,brk
2008-04-21T05:38:30.260Z,2008,4,21,5,38.4475,-87.8755,us,Illinois,Wabash County,18.29,4,mw,11,87,,0.15,nm,nm606680,2016-04-08T17:09:38.071Z,"10km WNW of Mount Carmel, Illinois",earthquake,0.6,0.8,,,reviewed,nm,nm
2008-06-13T18:31:04.545Z,2008,6,13,18,40.4747,-119.6291,us,Nevada,Washoe County,5.1,4,ml,15,146.39,0.551,0.1345,nn,nn00249729,2015-11-17T07:26:32.263Z,"24km WSW of Gerlach-Empire, Nevada",earthquake,3.47,6.5,0.08,3,reviewed,nn,nn
2009-01-16T04:15:35.650Z,2009,1,16,4,43.222,-110.87,us,Wyoming,Lincoln County,5,4,mwr,89,28.3,,1.06,us,usp000gsnt,2015-03-24T01:39:16.944Z,Wyoming,earthquake,,,,,reviewed,us,us
2009-03-06T11:29:54.500Z,2009,3,6,11,45.703,-112.128,us,Montana,Madison County,11.7,4,mb,83,24.8,,,us,usp000gups,2015-03-24T01:47:57.755Z,western Montana,earthquake,,,,1,reviewed,but,us
2009-06-03T21:47:01.000Z,2009,6,3,21,41.8,-112.21,us,Utah,Box Elder County,7.5,4,ml,69,40.1,,,us,usp000gxue,2015-01-28T12:30:05.742Z,Utah,earthquake,,,,,reviewed,slc,slc
2009-08-22T15:48:52.000Z,2009,8,22,15,45.14,-106.45,us,Montana,Big Horn County,13.9,4,ml,45,100.4,,,us,usp000h0rv,2014-11-07T01:39:33.151Z,eastern Montana,earthquake,,,,,reviewed,but,but
2009-12-22T23:40:43.920Z,2009,12,22,23,39.777,-123.338,us,California,Mendocino County,9.7,4,mwr,50,76.8,,,us,usp000h597,2015-01-29T03:08:05.571Z,Northern California,earthquake,,,,,reviewed,nc,brk
2010-01-10T03:07:01.840Z,2010,1,10,3,40.621,-124.699,us,California,Humboldt County,25.7,4,mwr,88,201.2,,,us,usp000h5wx,2015-01-29T17:41:32.546Z,offshore Northern California,earthquake,,,,,reviewed,nc,brk
2010-04-05T10:05:37.080Z,2010,4,5,10,32.634,-115.8093333,us,California,Imperial County,10.063,4,ml,34,188,0.07164,0.23,ci,ci14612172,2016-03-09T23:51:34.380Z,"21km ESE of Ocotillo, CA",earthquake,0.61,1.12,0.147,207,reviewed,ci,ci
2010-07-15T15:31:43.540Z,2010,7,15,15,38.819,-122.807,us,California,Sonoma County,2.9,4,mwr,36,140.5,,,us,usp000hfar,2015-01-29T17:03:39.150Z,Northern California,earthquake,,,,,reviewed,nc,brk
2010-07-22T11:40:22.600Z,2010,7,22,11,37.6,-118.8,us,California,Mono County,9.127,4,mh,4,338,1.951,13.09,ci,ci10758805,2016-03-10T20:29:28.899Z,"16km ESE of Mammoth Lakes, CA",earthquake,99,31.61,,0,reviewed,ci,ci
2010-09-12T20:09:45.300Z,2010,9,12,20,43.123,-110.704,us,Wyoming,Lincoln County,5,4,mwr,52,57.1,,0.84,us,usp000hkmq,2015-03-24T01:45:06.338Z,Wyoming,earthquake,,,,,reviewed,us,us
2011-04-15T18:21:31.000Z,2011,4,15,18,38.391,-118.753,us,Nevada,Mineral County,7.632,4,mh,0,155,0.6302,0.29,ci,ci10926437,2016-03-11T00:08:09.970Z,"19km SW of Hawthorne, NV",earthquake,2.69,3.16,,0,reviewed,ci,ci
2011-04-16T09:46:32.037Z,2011,4,16,9,38.2835,-118.2052,us,Nevada,Mineral County,14.8,4,ml,15,116.05,0.425,0.1015,nn,nn00423604,2016-03-11T00:08:13.575Z,"45km SE of Hawthorne, Nevada",earthquake,3.51,2.3,0,1,reviewed,nn,nn
2011-08-23T14:11:12.820Z,2011,8,23,14,37.055,-104.692,us,Colorado,Las Animas County,5,4,mwr,31,82.9,,0.96,us,usp000j6x4,2015-03-24T01:20:15.881Z,Colorado,earthquake,,,,,reviewed,us,us
2011-09-13T05:24:39.620Z,2011,9,13,5,36.933,-104.741,us,New Mexico,Colfax County,5,4,ml,60,26.5,,1.16,us,usp000j7zt,2015-03-24T02:01:26.028Z,New Mexico,earthquake,,,,,reviewed,us,us
2011-10-15T11:42:29.800Z,2011,10,15,11,37.906,-118.563,us,California,Mono County,7.382,4,mh,0,,0.1905,,ci,ci15063692,2016-03-10T19:23:40.535Z,"47km NE of Mammoth Lakes, CA",earthquake,,,,0,reviewed,ci,ci
2011-10-20T21:41:04.510Z,2011,10,20,21,37.8626667,-122.304,us,California,Alameda County,3.18,4,mh,5,212,0.05581,0.18,ci,ci11022869,2016-03-10T10:08:28.459Z,"3km SSW of Albany, CA",earthquake,1.46,0.97,,0,reviewed,ci,ci
